Tweet,Emotions
"BLACK EYES ended , trailing an ever thinner line of puzzled viewers , exasperated critics , and the nagging question , what went wrong ? ",anger
Family Christmas party oh ,joy
Passing my driver's examination (after two failures).,joy
Gonna make the most of my time curled up in the warm today... Back to mucking out stables for 3 shetties and two horses on friday.. ,joy
", updating my UEFI BIOS tomorrow , first time the new one :/ - lets hope #BSoD go away with it -.-",fear
"Right about now I wouldn't mind feeling like an idiot for getting mad when there was nothing wrong, but I know better. ",disgust
Not again!! RT @cljungling: Oh dear! The downtown  Quizno's has an &quot;Out of Business&quot; sign on its door. ,sadness
Hier wordt hard gewerkt aan een voor j met visuele handicap Veul knopjes :) #mamamagknippen #Ipad,surprise
"No-one could have told from his face that he was absolutely livid with Sukey , but he didn't want a row , which would upset Daisy and gee Perdita up before the interview . ",anger
 I don ’ t think it makes sense . Three minutes is such a short time . ,neutral
" I know , but I was so upset . I mean , come on ! Does she have to do everything her boyfriend says ? ",sadness
going on a hike was a wonderfully peachy  idea until we see a brown snake slithering around my boot.   ,fear
"Another round of hospital appointments with Megan...today, a low vision test ",joy
Thinking moods suck ,sadness
That awkward moment when your friends crush texts you for help and you don't know what to do..  ,joy
@harveybphone finding socks in his sweater sleeve at the bar.  thebulge,fear
"I was a passenger in a jumbo-jet which was accelerating down the runway and almost at the point of take-off, when the pilot suddenly braked and put the engines into reverse thrust, in an obviously urgent attempt to stop the aircraft. The hostesses show signs of concern and my first thought was that something was on the runway in our path and that we were in danger of hitting it.",fear
What you will come upon you. Do not let fear creep into your mind. It will drain your #hope &amp; eat away at your #faith.,fear
"` Jane , my darling , it 's not because she 's mad that I hate her . ",anger
When armed robbers broke into our house at night.,fear
@Rozano_ENT I'm goodest thnks.. I'm in gauteng at the moment.. Only getting bk nxt week.. for missing #Headlines.. U doing well?,sadness
"The trick was really intolerable.  They hid it, and I was worried and restless all day.  When I saw them I really wanted to slap each one of them.",anger
Don't bury your until you've killed it. When you bury &quot;living anger&quot; it functions as a seed &amp; grows into a Bitterness Tree.,anger
Spontaneous picnic with sister and friend and children - great.,joy
"@TheBodyShopUK nearly lost dad last month after having an anaphylactic shock. All you need is family, nothing else x",joy
Ohh this messy breakfast of mine!!! ☺ ,joy
 I just lost my job . My boss just told me . ,sadness
"Trying to hide her enormous delight in his return , Juliet turned to David . ",joy
Holding in is like holding a grenade after pulling the pin 1:It's stupid 2:it/you are going to explode at any moment,anger
Work is too boring. Just me myself and i. And twitter. And random people that walk in from time to time. ,joy
About to pick out some outfits for family pictures. Alone. ,joy
@frankie_rf was taking a break from christmas shopping ,joy
"When I came back from work one day, the friends of my son told me that he had not come back from school and that he was lost.",fear
Just found out my first supervisor (after college) passed away last year.  I wish I'd known.  He was such a cool dude.  ,sadness
Jazzy  really moving like shit . ,joy
The holiday season just rocks!  ,joy
"I went to the dining hall and found that the cooks were cleaning the plates and there was no food for me, and the blue birds  (security guards) were busy eating the food that was supposed to be for me.",anger
I'm ganna miss the people in my English class next semester ,sadness
" Oh , no . That's bad news . ",sadness
"Soooooo... yeah, I think I'm gonna start posting my newest fan fiction. I was gonna wait till I was finish, but I'm excited. :D",joy
WTF victoria secret no yogas in stock anymore ,sadness
"I've done some silly things in my life, but last night really takes the biscuit. ",anger
 I guess . ,neutral
Finally some sleep after 2 days. ,joy
@stoverkelsey female fight club than beat the #shit out of her,surprise
" Well , on Saturday I cleaned the house and played tennis . Then on Sunday I hiked in the country . ",neutral
 There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television . ,neutral
"Rt“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
Listening to worship music while at the gym... Two things that are good for my soul. ,joy
"@KMM_1979 very similar here 10 and 7x2. The girls ignore me completely, the boy does what he likes till we bollock him. ",joy
"I really want to watch every single disney movie I have, but I can't, because my VHS-player is broken.. ",sadness
Gotta love driving home topless ,joy
 We can ’ t break into the line . Don ’ t be so impatient . We ’ ll be at the front of the line soon . ,neutral
"Rosemary Sandford of Darlington Association on Disability , said they were saddened and disappointed they were not given the opportunity to express their views at the meeting . ",sadness
@jaredleto I can't access Ustream so yet again I miss out first I missed the concert in south africa now I can't even see  :(,sadness
Just getting in from work...now attempting to put up the Christmas tree!,joy
" Because I'm the wrong sex , of course ! ",anger
"But behind the strained , happy smiles there will lie the awful knowledge that Alex saw the killer -- and was too young to understand what was going on . ",joy
Lives Janet Barron praises the good grief of Ted Walker ,sadness
Woke up to a nice - @onedirection's #UpAllNight automatically downloaded and ready to play on my phone :) Yaaay!,surprise
"@MzMarie0903 I got you baby girl!!!! Dont worry about nothing, focus on that pretty baby girl thats about to take on this world = ",joy
"Gazza was blazing mad that his training ground ` discussion "" had been mis-interpreted as a bust-up . ",anger
 definitely . ,neutral
I did my good deed for the day. Now its off to work ,joy
Scoared a goal in a football match.,joy
Finished my music history paper! Happy day! Tralalalalalala! ,joy
Lmfao I love Jazzy :p RT @LordBieber: Well @JazzyKBiebz decided she needed a haircut and took it upon her self ug ,joy
 Goodbye . ,neutral
I want to watch more Dexter! :( Showtime only has Episode 1 (season 6) up. ,sadness
 Humor. &amp; understanding of the role  plays in life bringing wealth richness.otherwise #StayFarAwayFromMeIf not,joy
Came out of my room and Aaron came in and was laying on our couch watching tv waiting for somebody to come into the living room ,surprise
"Arrivée a la  bibliothèque Amélie dans le 7eme arrondissement, je viens de me souvenir pourquoi je voulais venir a Paris ",joy
 joy /via @ChefBoyaReG hold up brother a nice wheel on 20's is ,joy
Im in an AMAZING mood lol ^_^ that was totally what i needed ;) lol aaah ,joy
"When I meet old past pupils of mine - and find they are all doing well - I feel joy. Yesterday I met a young woman (20 yrs) I'd taught her at 6 yrs, then at 12 yrs and hadn't seen her for last 3-4 yrs; she was no longer a waitress but a meter maid for Council.",joy
Celebrations on the graduation day with the orchestra playing in the garden ( I am a part of this orchestra).,joy
Working till 9 then 1250 word research paper. ,joy
People in the popular movement had a different kind of disquiet with the leadership of the PLO . ,fear
 yes ! ,neutral
"I will gladly bet ANYONE, that in the next 10 years, any pro or college teams here in Washington State will NOT bring a title home. ",sadness
My parents are talking about my dogs belly button... ,joy
 I think so . ,neutral
Don't allow your past to steal your Future @Christfollowbac         ,joy
I got this rage building up inside me n I think I'm gunna blow up soon. ,anger
"I understood that this was my mother 's wedding , and although I was necessary to it I was expected to do nothing but be there and appear contented . ",joy
" That ’ s why it was so weird traveling from Beijing to LA ! Because of the huge time difference , even though we left Beijing at noon and flew for more than eight hours , we still arrived in LA the same day at noon ! It ’ s like we went back in time ! ",anger
this pregnant guy about to give us a test tomorrow .. ,joy
"Therefore, my brethren dearly beloved and longed for, my and crown, so stand fast in the #Lord, my dearly beloved.",joy
@PATR2012 it's such an anti-Washington climate right now that I'm curious to see what voter participation will be on election day ,disgust
The woman was not affronted . ,anger
That moment of panic when the toilet seat slips whilst you're wiping your arse. ,fear
 Very funny . What's wrong with you today ? You are my secretary and you are not supposed to talk to me in that tone of voice . Do you know that ? ,anger
When my sister was born.,joy
Will be spending some time of my night making tons of flashcards.. ,joy
And so the dawning of the much anticipated hen day/night has arrived....dun dun dun!!!!! ,fear
"Don't believe the lies.. look me in my eyes.. please don't be scared of me, please don't be scared of me. ",fear
@nicoleplumlee UGH I HATE NOT HAVING MY PHONE  #denial,anger
" Hmm , that is bad . ",sadness
There 's no reason to feel dejected about the future . ,sadness
I want to have a disney movie marathon madness. Thanks to Dinsey pandora station!    ,joy
@Karla_Isabella2 Couldn't ask for a better ;) lolol. Give me a warning next time,surprise
I never had a heart to heart with @RiksAStateChamp today. ,sadness
 Attempting 2 bake Thanksgiving pies not pumpkin or pecan as mom wants to do those cuz dad won't let me buy from a store :(,fear
Awake at 3am...  Thinking about Advent -   #love are only possible because of the #gospel of Jesus #fb,joy
The day I got married was the happiest day of my life.  Both of us felt that we were right for each other in every way and we had no doubts about our compatibility right from the day we got engaged.,joy
 They sure did . ,anger
Saved us all from Satan's power when we were gone astray.  ,joy
One of the worst feelings in the world: finally admitting you've lost that summery glow. Hello pale winter. ,sadness
"finished all my homeworkk, cleaned my room, and now off to practice in a few. #thelife #notreally #ilovevolleyballthough &lt;3",joy
@edward40hands92 it auto corrected on my phone from when I spelled it wrong in a text before !!  ,anger
"When I met a girl and asked her for a date and she agreed, (I thought this girl would never like me), this was an emotion of joy.",joy
I was alone at home on New Year's Eve.,sadness
Gorobag oom watiRT @zozemandolang: nampak ada yang baru warna item di garasi *tutup mata dulu* ,surprise
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
My lil bro finally moved back home!!! #superstoked #fightawaybrotha #lol,joy
@danecook you eat duck last night?,joy
"This bitch at the mall today, lmao. ",disgust
It's not a proper relationship without friendship... But how do you get it back? ,sadness
Don't let  &amp; open the door to the spirit of jezebel.,fear
is such a weak emotion that's why I despise it.,fear
 Wow . That sounds like a lot of fun . I am sorry I missed it . ,sadness
"Psalm 13 put her own question well &mdash'How; long shall l take counsel in my soul , having sorrow in my heart daily ?  ",sadness
"Really, @Kohls_Official? &quot;Black Friday&quot; to the tune of Rebecca Black's &quot;Friday?&quot; You have just ruined radio. #NotEvenThanksgivingYet",anger
" I am sorry , sir . We are booked until 9:10 . ",sadness
@chasingDisaster may +1 ka na mare. Meet ka daw nya dun sa wedding. Lol. ,surprise
Embrace emotional uncertainty. It's called ,joy
"Ready for paranoia? Satan: associated w/color red, would love to distract you away from Jesus on Christmas. Now move the N: SaNta. ",surprise
... guess i should clean my room.,sadness
Woke up this morning to my mom beating on my apt window... an hour away from home. Not much is scarier than that. #letmesleep,surprise
The day that my boyfriend appeared at home with a pair of rings for our wedding.,joy
" No , I didn't . ",sadness
Listenin to @Drake until i can sleeep. So basically until my 9am. Lol class in 5 hours ,joy
We were on the road in a car when a lorry bypassed us.  We had to swerve and we almost got run over.,fear
Just got back from the store…got me something to sip on for the evening :) ,joy
Long day filled with unfinished math homework ahead of me ,joy
@JennaLaineBucs yes if they can run the ball and not get beat deep! We should win ! the Spear,fear
Maggie was quite astonished at her own determination on that score . ,surprise
At the studio picking out pictures with my family... #sarcasim,joy
Break! What have you seen that inspired you to awe? Remember it with all your senses. #LJB,joy
"If the weatherman's predictions are accurate , it should rain tomorrow . ",neutral
Tis the season for cherry cordial Hershey kisses ,joy
I got two hours of sleep then woke up to  beautiful voice and had to come to work @tahickling,surprise
ew this is an awful feeling that I never want to feel again why do some people feel like this everyday ,anger
Got damn. I'm tired of this shit. Bad day and now plans messed up ,joy
Nw: Laugh At My Pain | Kevin Heart ,joy
You are a whiner. RT @rebeccarogg Ok kewllllll 3 day of rain now it's snowing. #getmeoutofcleveland,disgust
he acabado con dolor de garganta y un tajo en el pie derecho... ,joy
I wish i could get the lyrics to by @Drake tattoo'd on my body. But that'd be one big ass tattoo,fear
C'est maintenant confirmé! Nous aurons toute une activité pour la Nuit Blanche de @MTLenLumiere! Détails à venir! ,surprise
I don't know was worse my  or my actions after my kicks in,anger
"Frustrated, stressed , i guess i am not posed to enjoy happiness ",sadness
@KatieM1323 @EvielovesJ im very sad because we had that hilarious lunch at joeys but now its gone :'(  ,sadness
"I was walking down a little village at night.  There was nobody in the steet.  A dog began to bark, I felt that it was following me.  Then I began to run, the other dogs started barking too.  At last I arrived home.",fear
Found my first gray hair today.  ,sadness
Giving this a try.. No owl lamp #sleeptweet,fear
I really hate ugly dyke bitches! You have a vagina for a reason  #YourUgly,disgust
@PaperInspire YEAH BUT I DON'T HAVE CREDIT. ,anger
 I think someone is stalking me . ,fear
"Over time, each person develops a unique sense of humor. I, on the other hand, will simply rape you. ",surprise
ugh bum niggas make me sick ,disgust
" It sure is . I'm glad it didn't rain . My name's Mike Gates , by the way . ",joy
Break! Do you remember when you fell in love? Feel again the expansive joy of loving. #LJB,joy
" No , he just stole all of my things . ",sadness
 Go ahead . ,neutral
Sitting back eating soup watching degrassi reruns ,joy
 Yes . ,neutral
"@sophie_waldron you ok? :( is such a good hashtag, love getting evil feelings out that way!",anger
@BrianYarvual I'm not totally sober and I'm at home ,sadness
The moment you realize you can't get him out of your head... Even though your in a perfect fairytale and he's moved on... ,sadness
I received a letter of acceptance from university.,joy
I keep forgetting that el tarasco in wc doesn't have a liquor license anymore #whatswrongwiththeworld,sadness
I Do Believe That There's A Love u Wanna Share ' I'll Take Good Care Of u Lady Have No ,fear
I Like The Tyler The Creator Song W. Frank Ocean ,joy
 I know . ,neutral
do you find yourself blocking what you think is spam alot?  lol i do. damn. weird thing to have a semi about LOL,fear
Colis de pains d'epices de la part de les parents. Une bonne !,surprise
 why ? ,neutral
 Pardon ? ,neutral
 I don ’ t want to . ,anger
Holmes is happy having the freedom of the house when we are out . ,joy
going to watch @hannylap1119 skate at Bryant Park ,surprise
What would you be doing right now if you wasn't afraid... Don't let stop you!!!!,fear
yes people mosquito repellent is my new deodorant #soitchy,sadness
"Finally cleared my desk for some work space, @JPaduano is not watching television online. Wow, finals must be coming soon. ",fear
Happiness is a gift freely given to us each day… untie the ribbons… unfurl its splendid joy.♥   via @purelovenjoy,joy
"Hello , Tom ! ",neutral
Erika stamped her foot in vexation . ,anger
I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,fear
"@Debilish_Mynx @kadield & in jest ... I dare say if we ever did meet, time and space would probably collapse around us. ",fear
 Passed . ,neutral
 Yes . ,neutral
"Come on , Tara . Let ’ s go up to the window and buy two tickets . The movie is starting in a few minutes . ",neutral
Urgh some proper fat fuck of a bastard bloke just pushed me out of the way getting on the train. I hope you arteries get you! ,anger
"@chebelleza I am so jelly. I'm in public, I can't be pantless. It is cold. ",sadness
Before the exam.,fear
Friday night.. and rather than being excited to get pissed.. im sitting on ma laz at home.. ,joy
"When I tried to breake it up with my boyfriend, and he refused to let me go.",anger
had a truly wonderful evening catching up with my nephew @ la spiga in cap hill. so wish he lived closer. ,sadness
I had gone to the hospital for my research and got late in reaching home.  I feared that when I reached home there would be a quarrel because of my being late.,fear
Heeft iemand van die kleine plastic cowboy en indianenpoppetjes die ergens liggen te verstoffen? Kan ze goed gebruiken!! #dtv,surprise
Netflix won't work...now i can't catch up on my Grey's Anatomy? ,sadness
ugh working on this stupid boring history presentation! -.-,joy
I felt anger at my roommate due to his habit of leaving dirty dishes in the sink and generally not cleaning after himself.,anger
YES! the ipod that i dropped in water 3 months ago is now working once again :) will apple replace ipods for stuff like that?? ,joy
And with rothlisberger helped off the field christmas comes early ,joy
"When I passed the last exam, which I had doudts about.",joy
"Gascoigne is the first Englishman to fill the role since Bobby Charlton , a man whose absence from a team sheet spread dismay among team-mates and supporters alike . ",fear
I was afraid when my dog ran out through a crack in the fence when  a train was coming.,fear
@alisoncrockett This four day weekend was a blink and you might have missed it kinda thing. ,sadness
""" She looked fondly at Anne ` s bright eyes and happy face . ",joy
 Jennifer Davies ? Give me a break ! I can't stand her . She's such a dweeb ! How could she possibly ace it when she keeps cutting class all the time ? ,anger
that moment when you spend an hour reading chapters not included in the filipino coverage......haha..ha ,sadness
Today WILL be a great day...not letting ANYONE take my . . so if u on that BS #Keepitmovin......,joy
@JAcKiieHanHan I'm at feed my starving children feeding the starving children ,joy
Twisting financial aid's arm. Being Wayne Stated is the soml. ,anger
He dipped the cotton wool in the water and dabbed at the livid puffy eyes . ,anger
So many families will face the heartbreak of burglary before Christmas . ,sadness
My feather just fell out of my hair in the shower... ,sadness
"@bassiebaas Noh Bas, don't be sad! Bedankt voor de tip, in ruil hiervoor krijg je een... wait for it.... Radiohead-LP!  ",surprise
Left work sad that I had to stop listening to @longshotpodcast. Just remembered I can listen on my new smart phone on the way home! ,joy
Cannot describe how sad I am that @CP3 going to my least fav team (Lakers) and will be playing with the athlete I hate most (Kobe) ,sadness
"that mini heart attack you have when it says @justinbieber is following you, but turns out its just a poser with the same picture. ",sadness
"Despite my tweet yesterday, I'm actually the one that has to be at the HPER this morning for class. ",joy
Driving in circles with my boyfriend around providence and Pawtucket ,joy
"She just looked up at him with bewildered eyes and he put her firmly away , turning to launch himself into the water . ",surprise
"Sometimes I wanna take your head and ram it into mirrors. Because in the shattered reflective pieces of glass, I can see your pain. ",anger
5 papers to write today. ,joy
"He added : ` I 'm astounded he has not been on the fringe of the Dutch team . "" ",surprise
A certain Area Party Secretary came home in the morning and said we had to leave our home and build somewhere and the reason being that they wanted to establish a market. The Chairman knew nothing about it and was very angry.,anger
 Yes . I will . ,neutral
"@OccupyWallStNYC That's like making children talk bad about the other parent in the divorce :( Kids are NOT your ammo, Tools! #ows",disgust
 I tell you I must go ! ,anger
Am in love with the flower bouquet that my Dept Gurl friends brought 2 me :') #Love #FP #QP,surprise
" I believe that was a wedding present to both of us , Joanne . And you hardly ever use it ! ",anger
"Joan 's great skill , then as now , was to be completely nonplussed by anything Richard did . ",surprise
Je ferais bien mon shopping coiffure pour le prochain Grand Webze mais y a rien qui me branche. Surtout pas Sylvie Tellier en tout cas ,fear
@Ben_Pinwill not bad mate. Need another 6 hrs per day! Currently dealing with the joys of  ,joy
Cheer Competition is in 1 week. ,joy
Nothing like a 9am dentist appointment to get your day started right... #whatdididotodeservethis,joy
Wait I come home to a guy holding people hostage in an exon? I thought I left Newburgh.... #wtf,fear
"Although we speak in different languages, we are all pretty familiar with what is; #young and #dangerous",anger
 I'm glad you like it . ,anger
My sister is home! YAY. VISIT,surprise
"Damn,well I guess it rained pretty hard last night too while being windy as hell..",surprise
in the Christmas Spirit! Got Pandora on at work &amp; putting up Christmas Decorations!! I love this time of year!!!! :D,joy
" Cindy , I'm scared . ",fear
My father stayed abroad for one year. He does not like to write letters because he makes ortographic mistakes. I never had a good relation to him. He wrote me a letter in which he said that he loved me.,joy
Christmas spirit where art thou? I can't feel you here in Dubai. ,sadness
 a bit ? I'm extremely annoyed that he didn't phone me when he promised me that he would ! He's such a liar . ,anger
"When we smile, our eyes sparkle with an effervescence and warmth, which endears us to and uplifts those around us.   ",joy
When the thing that made my friends and relatives sad happened to them.,sadness
"Thinking about making the spare bedroom into a crafting room. Cubbies lining the wall, filled with  of every sort. Oh the #MyWorld",joy
Big weekend and my voice is tired!! ,sadness
DAMN-----&gt; She Got Her EyeBrows Arch Sooo High Every Time She Look At Me I Think She Tryin To Me...........WTF,surprise
" Yes , I'll be waiting for you in my home by 10:00 . ",joy
Thanksgiving break = re-roofing the house ,joy
"Unbeknown to me, my flatmate has become a wkd make-up artist. My kitchen has a client in it. The hob now doubles as the counter at MAC. ",joy
 when i walk n a room n ppl stop talkin dat mean dey talkin bout me n dey wat im gne do if i hear it hahahahah,fear
"Football on the Tele and a nice cold beer, can't think any better way of spending a Monday night ",joy
 Of course . ,neutral
Gr8 day on couch 2day. Shrink said my deeply rooted love 4 white Burgundy=neg impact on my (lack of) Jura life. Breakthrough!  ,fear
Wonderful surprise from Mr. Postman! ,joy
"@laceynygard he just needs to admit we are in love, did you see his face?? ",disgust
When I knew about my first job.,joy
When I am walking on the streets and see a gang of thugs.,fear
No Black Friday madness for me this year... ,sadness
"  in , i hate exams, i don't want 2 leave #cyclesradio #fuck my college",anger
Mango face mask on... Let the pampering begin ,joy
Cannot wait to eat some spaghetti and watch tv for hours without worrying about another exam until tonight. #lsu,joy
 I'd like to . But I'm not myself today . ,sadness
Just got home from a 2 week mission trip- tanned and tired but definitely challenged spiritually ,joy
"I realize that I DON'T HAVE PICTURES WITH MY BFF! Next time I'm going to colombia, will be crazy taking pictures lol #uglytruth",sadness
" You ’ re questioning my ability ? I tell ya , I can make it ! I ’ ll talk to your boss . ",anger
zooey deschenel singing have yourself a merry little christmas. #musicalgeek,joy
I hate shopping with my mother ,anger
Don't let ur ego miss out on ,joy
"ontem fui na , ela me deu varios abraços tipo pareçendo que era um adeus sei la x:",joy
She stopped as she saw the look of annoyance on his face . ,anger
good job hiding that dime from yourself and then forgetting about it. ,surprise
"If you get something other than a hug/ giftcard for Christmas, I can promise you I spent a hella long time looking for it  ",joy
I cannot believe I'm going to leave TJ Maxx without those Kate Spade boots. I'm losing it. ,sadness
Mums gonna kill me &amp; my sister when shes back from shopping saturday in here birthday ,surprise
11:43...yeah i think its time to start my 50 question Trig Test! :D ,joy
They started construction on the lot next to our house. #putsacrampinmystyle,sadness
" It's really frustrating , isn't it ? I have the same problem . I would feel a lot better if the currency was a little more stable . With the way the dollar plummeting lately , my securities have gone up in smoke . ",anger
When I heard of the death of my mother.,sadness
Tonight I need to work on iPhoto books for the kids. They think we aren't giving them anything under the tree. ,surprise
...someone but a little ball in the net hopefully that means only 90 mins of  vs 120! @DeanCallis_PT  :),joy
That awkward moment where your not wearing a bra and your whole fam decides to visit ,surprise
"Word RT @mindofH: look, if we can't make the occasional crass sexual joke about serious protests, the terrorists have already won. ",fear
"` I have naught to offer you , "" the youth was saying and there was sorrow in his voice . ",sadness
 What time ? ,neutral
@HunterHudson colby is drunk and pulled an all nighter  and hes got a test in an hour #fratlife,surprise
I've been drinking water non stop these past two days  ,joy
"I felt happy at the end of a 10 day student camp.  We had shared our hopes and aspirations and in the open situation so generated, we had made strong frienships and experienced our own worth as well.  ",joy
 Next week . ,neutral
This time of year is the BEST time of year..makes me so happy..heavy sigh* ,joy
"You should be excited for tonight's staff meeting, @libbydavis15. It'll be nothing like anything you've ever experienced before ",surprise
Back to the real world!!  ,sadness
Missed island of misfit toys ,sadness
"Know that is rarer, more difficult, and more beautiful than sadness. Andre Gide",joy
 I'm really sorry I let you down . I'll make it up to you somehow . ,sadness
It ’ s dangerous . I don ’ t dare to go . ,fear
I thought that this is my last appointment but it turns out that I might go through that nerves shit with another tooth   ,anger
Those new to the area were always astonished at the vivid crimson of the earth and buildings . ,surprise
I was looking for u @ElAenciae  in hardware yesterday but i was gna b late so i left :( ,sadness
"tycker livet är rätt glatt, särskilt nu när det kommit snö på isen...då ser man inte ens HUR glatt livet är! ",surprise
"Angry at being separated from Jeanne , Modigliani spent much of his time drinking in a windowless little bar where local artists met , where he drank and ran up debts . ",anger
Tragic news of the death of Gary Speed Welsh footballer     #wales #2011,sadness
"@PritishNandy Kapil sibal ji, Digvijaya singh aur manish tewari bole to Sab rangila hai.Twitter,Facebook bole to character dhila hai.",anger
"Well exam done! Not confident at all but can't worry about it now, off to work for a couple of hours... ",joy
 Yeah . Anyway he is driving me mad . ,anger
Que sueño eh @miriiammolina jajjaajajja te quiero! Aunque posiblemente tenga un esguince en el pie y nos hayan intentado robar #gentuza,joy
Have to buy a gift for the Athletic Training Christmas party tonight.. What to get what to get.. ,surprise
He looked offended but I guessed his idea of discretion was swapping his length of lead pipe for a rubber truncheon . ,anger
"In front of stunned mourners he told grieving widow Linsay Robinson to ` pay up or else "" . ",surprise
Being chosen to do your experiment with aphasia.,joy
Was just wondering when in the world I was going to get my Womanthology sketchbook. Just got the word they're shipping this week. ,joy
7.50am I ask someone a question and they tell me they don't start work till 8am. ,anger
I invited my girl to my sister @Simplyfunsized birthday party...hope she don't get mad LMAO! ,surprise
Even tho I'm mad at  I'm loving that I'm going home in 30 min. And my mommy and dad don't know lol ,surprise
@cmhegan @twohandsjack1 @jamesguest1 @SGuest82 @mdleslie56  throw in Khawaja / Wade / Warner and suddenly we've got match winners ,fear
Time to get started on this make-up work from missing 20 days of school. ,joy
After my little sister's Graduation from High School my grandmother became very sick. She passed away a few months later.,sadness
is now officially the owner of an apartment! #fb #jh,joy
My father recently having a heart attack - spending a few months in hospital.,sadness
Paddington grew more and more excited as he listened . ,joy
It's only fitting that the Class of 2011 possibly goes out like this. Full of promise and doesn't live up to anything ,sadness
 They ’ re really running you into the ground . Why don ’ t you ask for some time off ? You could take a long weekend and go away somewhere . ,anger
"Made me go through hell, when she and him were going through heaven. ",disgust
I wish I had wings that way I could fly away from this world ,sadness
Is really looking forward to my day off Friday #grocerystoressuck,joy
En serio? Tu estas jodiendo? RT @SanMelquiades: Me llegó un cheque de estimulo federal... este año tambien hay? ,surprise
No &lt;3! :-/ dont let them bring u down! RT @lily_101608: How to ppl wake up in the morning after what they have done.   ,anger
"When I was a child I had a grass-parakeet I liked very much. His legs were crippled so that he could not move very fast. Once I came into the room, did not notice him and stepped on him. A few days later he died.",sadness
"Ohh today is gonna be fun, family is already fightingg. ",joy
There's nothing in the world like singing and playing and being silly with my toddler cousins. #ilovemylivelyfamily,joy
The euphoria and sense of well-being which accompanied the boom years of the 1980s has been replaced by a mood of despondency as companies and individuals experience the effects of a western-style recession . ,sadness
No wonder she was now inconsolable at the prospect of the child being returned to London . ,sadness
"Just found out one of the kids I'm babysitting tonight is in a wheelchair, awe :( ",surprise
" Okay , thank you . I'll make another reservation as soon as I can . ",fear
 it was . The hijackers didn't have any respect for human life not even their own . ,anger
I noticed that i laugh simultaneously w/ @kimwalkersmith when I sing along to  .........#AWESOME,joy
@TheBodyShopUK Watching my dog open his advent calender brings me ,joy
As a child - stepping on a rusty nail - being told that I might get tetanus.,fear
...and a doubt slips in my mind! ,fear
 hinders  !  is sin !  is sin ! is sin ! #Unforgiveness is sin ! Have Faith in God ! Turn away from sin !,fear
When it was found that I had gone out of the school premises without permisssion and at the wrong time.,fear
Darby was momentarily crestfallen before saying : ` I still think it 's an office you need to find . ,sadness
 Fixed . ,neutral
Once I had an argument with my friends and I knew that I was right.  My friends went on arguing with me even though they did not know the right thing.,anger
Have to get checked for a thyroid or blood sugar problem. ,joy
Super tired...and I have to get up at like 6:30 tomorrow morning. ,joy
dickheads fucked up the onside kick,surprise
Mayday Parade and traffic school is what I'll be doing tonight. Tickets are way lame.,joy
Passing away of my father.,sadness
"Hello ! I'm Penny , I moved here just now . ",joy
"Ion get it? What satifiscation do you get out of telling everyone your pregnant, when your not?????? ",sadness
I was suddenly infuriated at the thought of what we had believed about the Germans in England . ,anger
"When abroad, while driving a car along a dark, winding road.",fear
In order to  your desire for  has to be greater than your of #failure. ~Bill Cosby,fear
@cochrane1991 mine was suppose to go up at weekend but dad was at work so secretly put them up for when he got home Haha ,surprise
@BernardLeCroix I can confirm that that is true. Kissing them will give one the throw-up virus.  ,fear
Members requested the committee 's sorrow that the work had begun without permission should be passed on to the county council . ,sadness
What outstanding pathetic fallacy outside right now  :'(,sadness
@sionasavini hey man thanks for breakfast love you bro.  #coffee #christmasspirit #bacon #spinachwrap #Siona #chapelband,joy
Spending time with my daddy. He knows how to make my day a little brighter  #grapejuice,surprise
"` You could have lent it to me , "" Paula said , peeved . ",anger
@graygoods It says the  wants to keep people  that's what it says. is a great tool 4 #oppression &amp; silencing #dissent,fear
 I don't care . I have a headache . ,anger
@TheBodyShopUK Today's was purchasing my great friends &amp; wonderful parents little stocking fillers I know they'll love. #christmas,joy
leave it to me to bump into an old lady and scare her half to death..hahahaha @aleila_harrell @annablondie97 @HarleyAnnLovesU,surprise
Country and Western is suitable for calming an agitated animal ,fear
Winning sportsmanship award ,surprise
@maddieaustin45 Hahah (: thats the truth! knowing that class we will probably do 3 worksheets. ,joy
"I had been very weary all week - no letters, no phonecalls, no visitors and then my younger sister came with some cheese, a card and some pocket money for me; and she told me that she was working now.",joy
You're so kind and you're one of my favorites. Thanks for your friendship. ✖❁✖❁☀~☀♥☀*•.♡*.¸¸.*  # Light &amp; to you.☀♥☀ @zbleumoon,joy
10 hours to my exam and i'm not even half way done through all the chapters. #exhausted #unprepared #justwannabehomeee,joy
"@c_clifford Ditto, Christine!  We will laugh all weekend in your honor!  #lovinglife",joy
Enjoy this Day Beautiful World and Planet Earth's wonderful people!!   ,joy
= Forget Everything and Rap... Goodluck to all those who entered the weezy comp.. as for me I'm chilled with that..,fear
There was genuine sorrow in the producer 's voice . ,sadness
When my dog ran out on thin ice last spring.,fear
Sooo the mail person pulls up.in my yard and howls the horn. What happen to real deliver.service? But on the plus side.its for me!!,surprise
The day my teacher of Latin and French died.,sadness
